Customer,CustomerName,CustomerFullName,BPCustomerName,BPCustomerFullName,CreatedByUser,CreationDate,AddressID,CustomerClassification,VATRegistration,CustomerAccountGroup,AuthorizationGroup,DeliveryIsBlocked,PostingIsBlocked,BillingIsBlockedForCustomer,OrderIsBlockedForCustomer,InternationalLocationNumber1,IsOneTimeAccount,TaxJurisdiction,Industry,TaxNumberType,TaxNumber1,TaxNumber2,TaxNumber3,TaxNumber4,TaxNumber5,TaxNumber6,CustomerCorporateGroup,Supplier,NielsenRegion,IndustryCode1,IndustryCode2,IndustryCode3,IndustryCode4,IndustryCode5,Country,OrganizationBPName1,OrganizationBPName2,CityName,PostalCode,StreetName,SortField,FaxNumber,BR_SUFRAMACode,Region,TelephoneNumber1,TelephoneNumber2,AlternativePayerAccount,DataMediumExchangeIndicator,VATLiability,IsBusinessPurposeCompleted,ResponsibleType,FiscalAddress,NFPartnerIsNaturalPerson,DeletionIndicator,Language,TradingPartner,DeliveryDateTypeRule,ExpressTrainStationName,TrainStationName,InternationalLocationNumber2,InternationalLocationNumber3,CityCode,County,CustomerHasUnloadingPoint,CustomerWorkingTimeCalendar,IsCompetitor,TaxInvoiceRepresentativeName,BusinessType,IndustryType,TW_CollvBillingIsSupported,AlternativePayeeIsAllowed,FreeDefinedAttribute01,FreeDefinedAttribute02,FreeDefinedAttribute03,FreeDefinedAttribute04,FreeDefinedAttribute05,FreeDefinedAttribute06,FreeDefinedAttribute07,FreeDefinedAttribute08,FreeDefinedAttribute09,FreeDefinedAttribute10,PaymentReason,CustomerConditionGroup1,CustomerConditionGroup2,CustomerConditionGroup3,CustomerConditionGroup4,CustomerConditionGroup5,IsSalesProspect,PaymentIsBlockedForCustomer,IsConsumer,DataControllerSet,DataController1,DataController2,DataController3,DataController4,DataController5,DataController6,DataController7,DataController8,DataController9,DataController10,BusinessPartnerName1,BusinessPartnerName2,BusinessPartnerName3,BusinessPartnerName4,BPAddrCityName,BPAddrStreetName,AddressSearchTerm1,AddressSearchTerm2,DistrictName,POBoxDeviatingCityName,BusinessPartnerFormOfAddress,BR_ICMSTaxPayerType
0000000078,Lanka Maheshwar, Lanka Maheshwar/560066 Bangalore,Lanka Maheshwar,Lanka Maheshwar,MAHESHWAR,2015-11-30,0000027722,,,DEBI,DPP,,true,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Lanka Maheshwar,,Bangalore,560066,,LANKA,,,,,,,,false,true,,,true,true,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Lanka Maheshwar,,,,Bangalore,,LANKA,,,,,
0000000079,Maheshwar, Maheshwar/560066 Bangalore,Maheshwar,Maheshwar,MAHESHWAR,2015-11-30,0000027726,,,DEBI,,02,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Maheshwar,,Bangalore,560066,,LANKA,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Maheshwar,,,,Bangalore,,LANKA,,,,,
0000000080,Kapil dhar,Ms. Kapil dhar/201301 NOIDA,Kapil dhar,Kapil dhar,DHARK,2015-11-30,0000027742,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Kapil dhar,,NOIDA,201301,,ABCDE,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Kapil dhar,,,,NOIDA,,ABCDE,,,,0001,
0000000081,DEF kuy2, DEF kuy2/201301 NOIDA,DEF kuy2,DEF kuy2,DHARK,2015-11-30,0000027746,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,DEF kuy2,,NOIDA,201301,,ABCDE,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,DEF kuy2,,,,NOIDA,,ABCDE,,,,,
0000000082,kuy2, kuy2/201301 NOIDA,kuy2,kuy2,DHARK,2015-11-30,0000027758,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,kuy2,,NOIDA,201301,,ABCDE,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,kuy2,,,,NOIDA,,ABCDE,,,,,
0000000083,HOOLIM, HOOLIM/560066 BANGALORE,HOOLIM,HOOLIM,HOOLIM,2015-11-30,0000027764,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,HOOLIM,,BANGALORE,560066,,HOOLI,,,01,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,HOOLIM,,,,BANGALORE,,HOOLI,,,,,
0000000084,HOOLIM, HOOLIM/560066 BANGALORE,HOOLIM,HOOLIM,HOOLIM,2015-11-30,0000027770,,,DEBI,DPP,,true,,,0000000,false,,,,,,,,,,,,,,,,,,IN,HOOLIM,,BANGALORE,560066,,HOOLI,,,,,,,,false,true,,,true,true,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,HOOLIM,,,,BANGALORE,,HOOLI,,,,,
0000000085,Manju, Manju/560066 Bangalore,Manju,Manju,HOOLIM,2015-11-30,0000027772,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Manju,,Bangalore,560066,,MANJU,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Manju,,,,Bangalore,,MANJU,,,,,
0000000086,Maheshwar, Maheshwar/560066 Bangalore,Maheshwar,Maheshwar,DHARK,2015-12-01,0000027773,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Maheshwar,,Bangalore,560066,,LANKA,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Maheshwar,,,,Bangalore,,LANKA,,,,,
0000000087,DEF3 kuy2,Ms. DEF3 kuy2/201301 NOIDA,DEF3 kuy2,DEF3 kuy2,DHARK,2015-12-01,0000027774,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,DEF3 kuy2,,NOIDA,201301,,ABCDE,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,DEF3 kuy2,,,,NOIDA,,ABCDE,,,,0001,
0000000088,Maheshwar, Maheshwar/560066 Bangalore,Maheshwar,Maheshwar,MAHESHWAR,2015-12-01,0000027781,,,DEBI,DPP,,true,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Maheshwar,,Bangalore,560066,,LANKA,,,,,,,,false,true,,,false,true,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Maheshwar,,,,Bangalore,,LANKA,,,,,
0000000089,Vendor 01 Don't touch!!!!!!!!!! Shelly,Company Vendor 01 Don't touch!!!!!!!!!!Shelly/10000004 千代田区,Vendor 01 Don't touch!!!!!!!!!! Shelly,Vendor 01 Don't touch!!!!!!!!!! Shelly,FEIS,2015-12-01,0000027782,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,JP,Vendor 01 Don't touch!!!!!!!!!!,Shelly,千代田区,10000004,東京都,SHELLY,,,13,,,,,false,,,,false,false,JA,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Vendor 01 Don't touch!!!!!!!!!!,Shelly,,,千代田区,東京都,SHELLY,,,,0003,
0000000090,Maheshwar - Customer, Maheshwar - Customer/560066 Bangalore,Maheshwar - Customer,Maheshwar - Customer,MAHESHWAR,2015-12-01,0000027784,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Maheshwar - Customer,,Bangalore,560066,,LANKA CUST,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Maheshwar - Customer,,,,Bangalore,,LANKA CUSTOMER,,,,,
0000000091,GT1 GT te, GT1 GT te/68723 Schwetzingen,GT1 GT te,GT1 GT te,TEWESG2,2015-12-01,0000027788,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,GT1 GT te,,Schwetzingen,68723,,GT,,,,,,,,false,,,,true,false,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,GT1 GT te,,,,Schwetzingen,,GT,,,,,
0000000092,Maheshwar - Cust, Maheshwar - Cust/560066 bangalore,Maheshwar - Cust,Maheshwar - Cust,MAHESHWAR,2015-12-01,0000027792,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Maheshwar - Cust,,bangalore,560066,Whitefield,LANKA CUST,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Maheshwar - Cust,,,,bangalore,Whitefield,LANKA CUST,,,,,
0000000093,Test1 Nachname,Herr Test1 Nachname/68723 Schwetzingen,Test1 Nachname,Test1 Nachname,TEWESG2,2015-12-01,0000027798,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Test1 Nachname,,Schwetzingen,68723,,GT,,,,,,,,false,,,,true,false,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Test1 Nachname,,,,Schwetzingen,,GT,,,,0002,
0000000094,Manju, Manju/560066 Bangalore,Manju,Manju,HOOLIM,2015-12-01,0000027800,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Manju,,Bangalore,560066,,HOOLI,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Manju,,,,Bangalore,,HOOLI,,,,,
0000000095,Manjunath, Manjunath/560066 Bangalore,Manjunath,Manjunath,HOOLIM,2015-12-01,0000027802,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Manjunath,,Bangalore,560066,,HOOLI,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Manjunath,,,,Bangalore,,HOOLI,,,,,
0000000096,HOOLIM, HOOLIM/560066 Bangalore,HOOLIM,HOOLIM,HOOLIM,2015-12-01,0000027804,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,HOOLIM,,Bangalore,560066,,HOOLI,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,HOOLIM,,,,Bangalore,,HOOLI,,,,,
0000000097,GTCVPCUST1, GTCVPCUST1/68723 Plankstadt,GTCVPCUST1,GTCVPCUST1,TEWESG,2015-12-01,0000027822,,,DEBI,DPP,,true,,,0000000,false,,,,,,,,,,,,,,,,,,DE,GTCVPCUST1,,Plankstadt,68723,,GT,,,,,,,,false,true,,,true,true,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,GTCVPCUST1,,,,Plankstadt,,GT,,,,,
0000000098,GTCVPCUST2, GTCVPCUST2/68723 abc,GTCVPCUST2,GTCVPCUST2,TEWESG,2015-12-01,0000027826,,,DEBI,DPP,,true,,,0000000,false,,,,,,,,,,,,,,,,,,DE,GTCVPCUST2,,abc,68723,,GT,,,,,,,,false,true,,,true,true,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,GTCVPCUST2,,,,abc,,GT,,,,,
0000000099,fsdfd, fsdfd/12345 sfdsdf,fsdfd,fsdfd,TEWESG,2015-12-01,0000027844,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,fsdfd,,sfdsdf,12345,,GT,,,,,,,,false,,,,true,false,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,fsdfd,,,,sfdsdf,,GT,,,,,
0000000100,Kapil Dhar,Mr. Kapil Dhar/201301 NOIDA,Kapil Dhar,Kapil Dhar,DHARK,2015-12-02,0000027892,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Kapil Dhar,,NOIDA,201301,,ABCDE,,,,,,,,false,,,,true,true,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Kapil Dhar,,,,NOIDA,,ABCDE,,,,0002,
0000000102,sören, sören/24241 sören,sören,sören,GRIMMSO,2015-12-02,0000027905,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,sören,,sören,24241,,SÖREN,,,,,,,,false,,,,true,false,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,sören,,,,sören,,SÖREN,,,,,
0000000103,domgoergen, domgoergen/11111 hier,domgoergen,domgoergen,DOMGOERGEN,2015-12-02,0000027919,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,domgoergen,,hier,11111,,TESTIT,,,,,,0000000097,,false,,,,true,false,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,domgoergen,,,,hier,,TESTIT,,,,,
0000000106,Siegfried Wenz,Herr Siegfried Wenz/55555 Deidesheim,Siegfried Wenz,Siegfried Wenz,LEHRBA,2015-12-03,0000027976,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Siegfried Wenz,,Deidesheim,55555,,BL,,,,,,,,false,,,,true,false,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Siegfried Wenz,,,,Deidesheim,,BL,,,,0002,
0000000107,Heidi Winter,Frau Heidi Winter/55555 Deidesheim,Heidi Winter,Heidi Winter,LEHRBA,2015-12-03,0000027980,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Heidi Winter,,Deidesheim,55555,,BL,,,,,,,,false,,,,true,false,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Heidi Winter,,,,Deidesheim,,BL,,,,0001,
0000000112,Karl Kurbel,Herr Karl Kurbel/69168 Wiesloch,Karl Kurbel,Karl Kurbel,KASTNERRE,2015-12-04,0000028008,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Karl Kurbel,,Wiesloch,69168,Kurbelweg 1,KAST,,,,,,,,false,,,,true,false,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Karl Kurbel,,,,Wiesloch,Kurbelweg,KAST,,,,0002,
0000000115,ZGD_CUST01, ZGD_CUST01/66666 SAP City,ZGD_CUST01,ZGD_CUST01,DEEGG,2015-12-04,0000028017,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,ZGD_CUST01,,SAP City,66666,,ZGD_CUST01,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,ZGD_CUST01,,,,SAP City,,ZGD_CUST01,FI CUSTOMER01,,,,
0000000121,Manju, Manju/560054 INdia,Manju,Manju,HOOLIM,2015-12-07,0000028027,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,Manju,,INdia,560054,,HOOLI,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Manju,,,,INdia,,HOOLI,,,,,
0000000122,MUDIT,Company MUDIT/560066 Bangalore,MUDIT,MUDIT,KAPOORM,2015-12-07,0000028130,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,MUDIT,,Bangalore,560066,,KAPOOR,,,,,,,,false,,01,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,MUDIT,,,,Bangalore,,KAPOOR,,,,0003,
0000000123,MUDIT, MUDIT/560066 BANGALORE,MUDIT,MUDIT,KAPOORM,2015-12-07,0000028132,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,0000100070,,,,,,,IN,MUDIT,,BANGALORE,560066,,KAPOOR,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,MUDIT,,,,BANGALORE,,KAPOOR,,,,,
0000000124,MUDIT, MUDIT/560034 BANGALORE,MUDIT,MUDIT,KAPOORM,2015-12-07,0000028134,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,MUDIT,,BANGALORE,560034,,KAPOOR,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,MUDIT,,,,BANGALORE,,KAPOOR,,,,,
0000000125,MUDIT, MUDIT/560001 BANGALORE,MUDIT,MUDIT,KAPOORM,2015-12-07,0000028136,,,DEBI,DPP,,true,,,0000000,false,,,,,,,,,,,0000102350,,,,,,,IN,MUDIT,,BANGALORE,560001,,KAPOOR,,,,,,,,false,,,,false,true,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,MUDIT,,,,BANGALORE,,KAPOOR,,,,,
0000000126,MUDIT, MUDIT/560002 BANGALORE,MUDIT,MUDIT,KAPOORM,2015-12-07,0000028138,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,MUDIT,,BANGALORE,560002,,KAPOOR,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,MUDIT,,,,BANGALORE,,KAPOOR,,,,,
0000000127,MUDIT, MUDIT/560002 BANGALORE,MUDIT,MUDIT,KAPOORM,2015-12-07,0000028140,,,DEBI,DPP,,true,,,0000000,false,,,,,,,,,,,,,,,,,,IN,MUDIT,,BANGALORE,560002,,KAPOOR,,,,,,,,false,true,,,false,true,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,MUDIT,,,,BANGALORE,,KAPOOR,,,,,
0000000128,MUDIT, MUDIT/560003 BANGALORE,MUDIT,MUDIT,KAPOORM,2015-12-07,0000028142,,,DEBI,DPP,,true,,,0000000,false,,,,,,,,,,,,,,,,,,IN,MUDIT,,BANGALORE,560003,,KAPOOR,,,,,,,,false,true,,,false,true,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,MUDIT,,,,BANGALORE,,KAPOOR,,,,,
0000000129,MUDIT, MUDIT/560004 BANGALORE,MUDIT,MUDIT,KAPOORM,2015-12-07,0000028144,,,DEBI,DPP,,true,,,0000000,false,,,,,,,,,,,0000100040,,,,,,,IN,MUDIT,,BANGALORE,560004,,KAPOOR,,,,,,,,false,true,,,false,true,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,MUDIT,,,,BANGALORE,,KAPOOR,,,,,
0000000130,MUDIT, MUDIT/560005 BANGALORE,MUDIT,MUDIT,KAPOORM,2015-12-07,0000028146,,,DEBI,DPP,,true,,,0000000,false,,,,,,,,,,,,,,,,,,IN,MUDIT,,BANGALORE,560005,,KAPOOR,,,,,,,,false,true,,,false,true,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,MUDIT,,,,BANGALORE,,KAPOOR,,,,,
0000000131,MUDIT, MUDIT/560006 BANGALORE,MUDIT,MUDIT,KAPOORM,2015-12-07,0000028148,,,DEBI,DPP,,true,,,0000000,false,,,,,,,,,,,,,,,,,,IN,MUDIT,,BANGALORE,560006,,KAPOOR,,,,,,,,false,true,,,false,true,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,MUDIT,,,,BANGALORE,,KAPOOR,,,,,
0000000132,Customer1, Customer1/66958 Fischcity,Customer1,Customer1,D043598,2015-12-07,0000028180,,,DEBI,DPP,,true,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Customer1,,Fischcity,66958,fischstreet 20,CUSTOMER1,06227272727,,,06227272727,06227272727,,,false,true,,,true,true,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Customer1,,,,Fischcity,fischstreet,CUSTOMER1,,,,,
0000000133,Customer2, Customer2/66958 Fischcity,Customer2,Customer2,D043598,2015-12-07,0000028185,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Customer2,,Fischcity,66958,,CUSTOMER2,06227272727,,,06227272727,06227272727,,,false,,,,true,false,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Customer2,,,,Fischcity,,CUSTOMER2,,,,,
0000000134,Vendor1, Vendor1/66958 Fischcity,Vendor1,Vendor1,D043598,2015-12-07,0000028190,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Vendor1,,Fischcity,66958,fischstreet 20,VENDOR1,06227272727,,,06227272727,06227272727,,,false,,,,true,false,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Vendor1,,,,Fischcity,fischstreet,VENDOR1,,,,,
0000000135,Vendor2,Frau Vendor2/66958 Fischcity,Vendor2,Vendor2,D043598,2015-12-07,0000028193,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Vendor2,,Fischcity,66958,Fischstreet 20,VENDOR2,06227272727,,,06227272727,06227272727,,,false,,,,true,false,DE,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Vendor2,,,,Fischcity,Fischstreet,VENDOR2,,,,0001,
0000000136,MUDIT, MUDIT/560066 BANGALORE,MUDIT,MUDIT,KAPOORM,2015-12-08,0000028216,,,DEBI,DPP,,true,,,0000000,false,,,,,,,,,,,,,,,,,,IN,MUDIT,,BANGALORE,560066,,SAP,,,,,,,,false,true,,,false,true,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,MUDIT,,,,BANGALORE,,SAP,,,,,
0000000137,Cust Desai 1, Cust Desai 1/12345 jfkdslfjk,Cust Desai 1,Cust Desai 1,TEWESG,2015-12-09,0000028284,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Cust Desai 1,,jfkdslfjk,12345,,MD,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Cust Desai 1,,,,jfkdslfjk,,MD,,,,,
0000000138,Cust Desai 2, Cust Desai 2/12345 lkfdjskl,Cust Desai 2,Cust Desai 2,TEWESG,2015-12-09,0000028288,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,DE,Cust Desai 2,,lkfdjskl,12345,,MD,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,Cust Desai 2,,,,lkfdjskl,,MD,,,,,
0000000143,test, test/560001 bangalore,test,test,PRAD,2015-12-18,0000028394,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,test,,bangalore,560001,,TEST,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,test,,,,bangalore,,TEST,,,,,
0000000144,test sap, test sap/560066 bangalore,test sap,test sap,BHATVAN,2015-12-18,0000028396,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,test sap,,bangalore,560066,,TEST,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,test sap,,,,bangalore,,TEST,,,,,
0000000146,test, test/560001 bangalore,test,test,PRAD,2015-12-21,0000028421,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,test,,bangalore,560001,,TEST,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,test,,,,bangalore,,TEST,,,,,
0000000147,SAP customer Z, SAP customer Z/560066 Bangalore,SAP customer Z,SAP customer Z,PSUM,2015-12-21,0000028429,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,SAP customer Z,,Bangalore,560066,,1,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,SAP customer Z,,,,Bangalore,,1,,,,,
0000000148,SAP customer Z1, SAP customer Z1/560066 Bangalore,SAP customer Z1,SAP customer Z1,PSUM,2015-12-21,0000028433,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,SAP customer Z1,,Bangalore,560066,,1,,,,,,,,false,,,,false,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,SAP customer Z1,,,,Bangalore,,1,,,,,
0000000149,kapil 3 D, kapil 3 D/201301 NOIDA,kapil 3 D,kapil 3 D,DHARK,2015-12-21,0000028437,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,kapil 3 D,,NOIDA,201301,,KAPIL,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,kapil 3 D,,,,NOIDA,,KAPIL,,,,,
0000000150,kapil 4 D,Mr. kapil 4 D/201301 NOIDA,kapil 4 D,kapil 4 D,DHARK,2015-12-21,0000028441,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,kapil 4 D,,NOIDA,201301,,KAPIL,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,kapil 4 D,,,,NOIDA,,KAPIL,,,,0002,
0000000151,kapil 5 D,Mr. kapil 5 D/201301 NOIDA,kapil 5 D,kapil 5 D,DHARK,2015-12-21,0000028445,,,DEBI,,,false,,,0000000,false,,,,,,,,,,,,,,,,,,IN,kapil 5 D,,NOIDA,201301,,KAPIL,,,,,,,,false,,,,true,false,EN,,,,,00000,0,,,false,,false,,,,false,false,,,,,,,,,,,,,,,,,false,false,false,,,,,,,,,,,,kapil 5 D,,,,NOIDA,,KAPIL,,,,0002,
